"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewImages/12","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"India","🇮🇳","2023-01-30","true","1","B0856HNLDK","4","I have bought this in December. Bluetooth connectivity is fine. It connects seamlessly on all devices. But the automated voice commands (such as 'Powering off.. Adios, Amigo, You have plugged into Nirvana, etc) are too loud. A softer feminine voice would have helped. Also the comfort level is not as much as I had expected, despite the fact that it is 'over ears'. You can't wear it for long hrs. Take some rest & put them on again.Sound quality is great. You can hear the soft beats. Noise cancellation is 85 % or so. (approx). I mean it works, but definitely could have been better.","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"2 people found this helpful","Overall a good buy!","https://www.amazon.in/gp/customer-reviews/R24AQ411INKLUZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 30 January 2023","Colour: RedStyle name: 2022Pattern name: Headsets"
"India","🇮🇳","2023-01-28","true","2","B0856HNLDK","4","I have used many headphones form Boat and other brands and I can simply say I love the Sound quality AND Loudness ( I don't use Soundcore life Q10 because Loudness is not upto the mark). Now to problems:1.Microphone is Mid (Rokerz 510 is better but it's sound leaks!)2.If you are like me, You would prefer loud and comfortable headsets. Boat Rockerz 510 is by far the most comfortable headphones I have  ever used. 550 is fine.3.By far the most annoying thing about this headphone is ""Maximum Volume"" Announcement every time I turn up the volume. Someone please tell me how to turn this off or it's not possible.Overall It is a Great Headphone with superb and the BEST Sound Quality and Loudness with fine comfort and I do recommend it for the price. Don't go for Boult (Extremely Horrible products) or Soundcore (More price for less Loudness). I can recommend Rockerz 510 as they are Super comfortable and are cheaper (Sound Leakage is a bit of a problem)","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"13 people found this helpful","Great Headphone with some inconvenience","https://www.amazon.in/gp/customer-reviews/R1JV6R048AQOJL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 28 January 2023","Colour: RedStyle name: 2022Pattern name: Headsets"
"India","🇮🇳","2023-02-10","true","3","B0856HNLDK","4","After using 1 month . Its OK if you just use it for movies and Music . Not for gaming , Battery backup is good almost 15 hours. Bluetooth connectivity should've been better but its OK . And there is no noise Cancellation . The Size and Fit of Headphones is  best in this budget wireless Headphones.","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"","Great budget Headphone","https://www.amazon.in/gp/customer-reviews/RYR5N6JR9L4YZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 10 February 2023","Colour: Army GreenStyle name: 2022Pattern name: Headsets"
"India","🇮🇳","2023-02-13","true","4","B0856HNLDK","4","These are over the ear headphones and the sound quality is good according to the price of the product. I have seen that the cushion pads peels off after sometime but that is not seen in my case. They are performing really well rightnow.","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"","Likeable headphones","https://www.amazon.in/gp/customer-reviews/RN85JPUL1UNR7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 13 February 2023","Colour: Jazzy BlueStyle name: Sunburn EditionPattern name: Headsets"
"India","🇮🇳","2023-02-10","true","5","B0856HNLDK","4","I liked the sound Quality of 550 for sure ,but its competitors are giving better features , i tried a few others from my friends with better features but ultimately i stopped at this and  really happy with my choice","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"","If you are looking for Good sound Quality but less feature , then this is it","https://www.amazon.in/gp/customer-reviews/R1SNJJ81K08AWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 10 February 2023","Colour: Jazzy BlueStyle name: Sunburn EditionPattern name: Headsets"
"India","🇮🇳","2023-02-01","true","6","B0856HNLDK","4","It's one the best in this range would recommend it , even after 4 months of heavy use i just need to charge it every third day , noise cancellation is not that good but seems fair for this range, it's quite comfortable, cushion is in good condition , sound is also one of the best , build quality is also fine , no connectivity issue .It's a good one .","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"6 people found this helpful","Best in range , just go for it.","https://www.amazon.in/gp/customer-reviews/R3O4WSHLDP69EA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 1 February 2023","Colour: Army GreenStyle name: 2022Pattern name: Headsets"
"India","🇮🇳","2023-01-21","true","7","B0856HNLDK","4","I bought this product a month ago,its great value for money.Here are some pros and cons you should read before buying your headphonesPros-Its really flexible,fits easilyIt has amazing sound qualityYour ears dont hurt unless you wear it for more than 2 or 3 hours.Cons-The headphones hsometimes has problem to connectIts a bit heavy (not much though)Anyways this was my review overall its a value for money product in its price range.","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"5 people found this helpful","Good in the price range","https://www.amazon.in/gp/customer-reviews/R3L0TV5TZ7A16E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 21 January 2023","Colour: Army GreenStyle name: 2022Pattern name: Headsets"
"India","🇮🇳","2023-02-06","true","8","B0856HNLDK","4","I like voice cancelation but I don't like you have to always on it before connecting to your device","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"","It's sound is beautiful easily going and voice canceling is the best in this product","https://www.amazon.in/gp/customer-reviews/R16JS2QRDFLIHG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 6 February 2023","Colour: RedStyle name: 2022Pattern name: Headsets"
"India","🇮🇳","2023-02-15","true","9","B0856HNLDK","4","Everything is ok but there is no next button .","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"","Ok","https://www.amazon.in/gp/customer-reviews/R19AYMQ7Q94I3Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 15 February 2023","Colour: BlackStyle name: 2022Pattern name: Headsets"
"India","🇮🇳","2022-12-22","true","10","B0856HNLDK","4","The product was received without damaged and seal intact. Coming on to the product I bought the jazzy blue sunburn edition.Pros:Battery is good, used as opened from the pack it held good for about 10 hours across 4 days and still charge is leftSound- Sensible Bass and good mids as well as lows, not that I can discern between them.Aux available.The ear cups are quite big hence sorta provides passive noise isolation.Cons:Not foldable as well as type b charger (USB micro) typeBeing a limited edition if your ear cups wear off very miniscule chances of replacing it with suitable colorIf a person is of hot body type(emits heat or more warm then normal) there is higher chances of feeling warmth in your ears, as I heard the material just reflects the heat back on to ears. That's just plain uncomfortable to me.Also the build feels very flimsy and plastic-ky.Also a major drawback I felt was that whenever we switch on/off we get the built-in audio!","https://m.media-amazon.com/images/I/71OgsiiTZtL._SY88.jpg","https://m.media-amazon.com/images/I/81vSlqx9G4L._SY88.jpg","https://m.media-amazon.com/images/I/619ha7PvwXL._SY88.jpg",,,,,,,,,,,"29 people found this helpful","Good but check the below mentioned things","https://www.amazon.in/gp/customer-reviews/R16XVVFYUNVL5L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0856HNLDK","Reviewed in India 🇮🇳 on 22 December 2022","Colour: Jazzy BlueStyle name: Sunburn EditionPattern name: Headsets"
"India",,"2023-01-19","true","31","B0856HNLDK","4","Good sound not for professional use","https://m.media-amazon.com/images/I/61ak-QhyCRL._SY88.jpg","https://m.media-amazon.com/images/I/71O4dFlDZFL._SY88.jpg","https://m.media-amazon.com/images/I/71ggzG3TXwL._SY88.jpg","https://m.media-amazon.com/images/I/91SfbUgy6mL._SY88.jpg","https://m.media-amazon.com/images/I/614UiB970eL._SY88.jpg","https://m.media-amazon.com/images/I/6150SAoevFL._SY88.jpg","https://m.media-amazon.com/images/I/61q0+n6T1gL._SY88.jpg","https://m.media-amazon.com/images/I/71jrd4ET0+L._SY88.jpg","https://m.media-amazon.com/images/I/81ssWPU+4kL._SY88.jpg","https://m.media-amazon.com/images/I/81glYvpNo8L._SY88.jpg",,,,"One person found this helpful","Must try","https://www.amazon.in/gp/customer-reviews/R13C5UOYBA3T45?ASIN=B0856HNLDK","Reviewed in India on 19 January 2023","Colour: Black SymphonyStyle name: 2022Pattern name: Headsets"
"India",,"2023-01-17","true","32","B0856HNLDK","4","Nice choice","https://m.media-amazon.com/images/I/61ak-QhyCRL._SY88.jpg","https://m.media-amazon.com/images/I/71O4dFlDZFL._SY88.jpg","https://m.media-amazon.com/images/I/71ggzG3TXwL._SY88.jpg","https://m.media-amazon.com/images/I/91SfbUgy6mL._SY88.jpg","https://m.media-amazon.com/images/I/614UiB970eL._SY88.jpg","https://m.media-amazon.com/images/I/6150SAoevFL._SY88.jpg","https://m.media-amazon.com/images/I/61q0+n6T1gL._SY88.jpg","https://m.media-amazon.com/images/I/71jrd4ET0+L._SY88.jpg","https://m.media-amazon.com/images/I/81ssWPU+4kL._SY88.jpg","https://m.media-amazon.com/images/I/81glYvpNo8L._SY88.jpg",,,,"One person found this helpful","Very comfortable with good base","https://www.amazon.in/gp/customer-reviews/R14OTACJOOKK6T?ASIN=B0856HNLDK","Reviewed in India on 17 January 2023","Colour: BlackStyle name: 2022Pattern name: Headsets"
